Index,Titol,Valoracio,Data_critica,Gènere,Director,Interprets,Guio,Pais,Durada,Edat_recomanada,Distribuidora,Data_estrena
1966,El marido de mi hermana,5,23-10-2015,,,,,,,,,23 de Octubre de 2015
1967,La cumbre escarlata,8,16-10-2015,"Romance, Terror",Guillermo del Toro,"Jessica Chastain, Mia Wasikowska, Tom Hiddleston",Matthew Robbins,Estados Unidos,0,na,Universal Pictures,16 de Octubre de 2015
1968,Marte (The Martian),8,16-10-2015,Ciencia-ficción,Ridley Scott,"Jessica Chastain, Matt Damon",Andy Weir,Estados Unidos,0,na,Fox (20th Century Fox/Hispano Fox Film),16 de Octubre de 2015
1969,Los miércoles no existen,6,16-10-2015,Comedia,Peris Romano,"Alexandra Jiménez, Gorka Otxoa, Inma Cuesta, María León, William Miller",,España,0,na,Eone,16 de Octubre de 2015
1970,Amama,8,16-10-2015,Drama,Asier Altuna,"Amparo Badiola, Ander Lipus, Iraia Elias, Kandido Uranga, Klara Badiola, Manu Uranga",,España,103,na,Golem,16 de Octubre de 2015
1971,El nuevo nuevo testamento,6,16-10-2015,Comedia,Jaco van Dormael,"Benoît Poelvoorde, Catherine Deneuve, Pili Groyne",,Bélgica,113,na,Vértigo Films,16 de Octubre de 2015
1972,Slow West,8,16-10-2015,Western,John McLean,"Kodi Smith-Mc Phee, Michael Fassbender",,Reino Unido / Nueva Zelanda,84 min.,na,Betta Pictures,16 de Octubre de 2015
1973,Pan (Viaje a Nunca Jamás),5,09-10-2015,"Acción, Aventuras, Fantasía",,Rooney Mara,"J.M. Barrie, Jason Fuchs",Estados Unidos,0,na,Warner Bros,09 de Octubre de 2015
1974,Golpe de estado,5,09-10-2015,Thriller,John Erick Dowdle,"Lake Bell, Pierce Brosnan","Drew Dowdle, John Erick Dowdle",Estados Unidos,103,na,Eone,09 de Octubre de 2015
1975,El coro,5,09-10-2015,Drama,François Girard,"Dustin Hoffman, Josh Lucas",Ben Ripley,Estados Unidos,106,na,A Contracorriente Films,09 de Octubre de 2015
1976,"Yo, él y Raquel",6,09-10-2015,"Comedia, Drama",Alfonso Gomez-Rejon,Thomas Mann,Jesse Andrews,Estados Unidos,105,na,Fox (20th Century Fox/Hispano Fox Film),09 de Octubre de 2015
1977,La playa de los ahogados,4,09-10-2015,"Cine Negro, Thriller",Gerardo Herrero,"Antonio Garrido, Carmelo Gómez, Celso Bugallo, Tamar Novas","Domingo Villar, Felipe Vega",España,0,na,Otro Distribuidor,09 de Octubre de 2015
1978,Segundo origen,6,09-10-2015,"Aventura, Ciencia-ficción, Terror",Carles Porta,"Andrés Batista, Ibrahim Mané, Rachel Hurd-Wood, Sergi López",,España,0,na,Emon,09 de Octubre de 2015
1979,Taxi Teherán,8,09-10-2015,"Comedia, Drama",,,,"Irán, República Islámica del",82,na,Wanda Vision,09 de Octubre de 2015
1980,El club,8,09-10-2015,Drama,Pablo Larraín,"Alejandro Goic, Alfredo Castro, Antonia Zegers, Roberto Farias","Daniel Villalobos, Guillermo Calderón",Chile,98,na,Caramel Films,09 de Octubre de 2015
1981,Regresión,7,02-10-2015,Thriller,Alejandro Amenábar,"Emma Watson, Ethan Hawke",,España,0,na,Universal Pictures,02 de Octubre de 2015
1982,El apóstata,10,02-10-2015,Drama,Federico Veiroj,"Álvaro Ogalla, Bárbara Lennie, Jaime Chávarri, Joaquín Climent, Marta Larralde","Álvaro Ogalla, Gonzalo Delgado, Nicolás Saad",España,80,na,Avalon,02 de Octubre de 2015
1983,El precio de la fama,5,02-10-2015,"Comedia, Drama",,"Benoît Poelvoorde, Roschdy Zem, Séli Gmach",,Francia,114,na,Golem,02 de Octubre de 2015
1984,Jack,5,02-10-2015,Drama,Edward Berger,"Georg Arms, Ivo Pietzcker, Luise Heyer, Vincent Redetzki",,Alemania,103,na,Karma,02 de Octubre de 2015
1985,Lejos de los hombres,6,02-10-2015,Drama,David Oelhoffen,"Djemel Barek, Nicolas Giraud, Reda Kateb, Viggo Mortensen, Vincent Martin",Antoine Lacomblez,Francia,101,na,Good Films,02 de Octubre de 2015
1986,Marco macaco,4,02-10-2015,Animación,Jan Rahbek,"Jess Ingerslev, Mille Lehfeldt, Peter Frödin, Toke Lars Bjarke, Tommy Kenter",,Dinamarca,80,na,Otro Distribuidor,02 de Octubre de 2015
1987,Oda a mi padre,5,02-10-2015,Drama,JK Youn,"Jeong-min Hwang, Yunjin Kim",Park Soo-jin,Corea del Sur,126 mins.,,EuroDF,02 de Octubre de 2015
1988,Irrational Man,7,25-09-2015,"Comedia, Drama",Woody Allen,"Emma Stone, Joaquin Phoenix, Meredith Hagner, Parker Posey",Woody Allen,Estados Unidos,96,na,Eone,25 de Septiembre de 2015
1989,El desconocido,7,25-09-2015,Thriller,Dani de la Torre,"Elvira Mínguez, Fernando Cayo, Goya Toledo, Luis Tosar",Alberto Marini,España,0,na,Warner Bros,25 de Septiembre de 2015
1990,Vientos de agosto,7,25-09-2015,Drama,"Gabriel Mascaro, Rachel Ellis","Dandara de Morais, Geová Manoel Dos Santos",,Brasil,77,na,Mosaico Filmes,25 de Septiembre de 2015
1991,De chica en chica,4,25-09-2015,Comedia,Sonia Sebastián,"Celia Freijeiro, Jane Badler, María Botto",,España,100,,Versus,25 de Septiembre de 2015
1992,The D-Train,6,25-09-2015,Comedia,"Andrew Mogel, Jarrad Paul","Jack Black, James Marsden",,EE UU,97 mins.,,Sony,25 de Septiembre de 2015
1993,Vampyres,5,25-09-2015,Terror,Víctor Matellano,,,España,80 mins.,,Premium,25 de Septiembre de 2015
1994,El corredor del laberinto: Las pruebas,6,18-09-2015,"Acción, Aventuras, Ciencia-ficción",Wes Ball,,"James Dashner, T.S. Nowlin",Estados Unidos,0,na,Fox (20th Century Fox/Hispano Fox Film),18 de Septiembre de 2015
1995,Everest,7,18-09-2015,"Aventuras, Drama, Thriller",Baltasar Kormákur,"Jake Gyllenhaal, Jason Clarke, Keira Knightley, Sam Worthington","Justin Isbell, Lem Dobbs, William Nicholson",Estados Unidos,150,na,Universal Pictures,18 de Septiembre de 2015
1996,Francisco: El Padre Jorge,6,18-09-2015,Drama,Beda Docampo Feijóo,"Blanca Jara, Carlos Hipólito, Darío Grandinetti, Leticia Brédice, Silvia Abascal",,Argentina,0,na,Wanda Vision,18 de Septiembre de 2015
1997,B,5,18-09-2015,Drama,David Ilundain,Manolo Solo,Jordi Casanovas,España,0,na,Avalon,18 de Septiembre de 2015
1998,Eden,10,18-09-2015,"Comedia, Drama, Histórica, Música",Mia Hansen-Løve,"Felix de Givry, Hugo Conzelmann, Pauline Etienne, Roman Kolinka, Vincent Macaigne",,Francia,131,na,Abordar Distribución,18 de Septiembre de 2015
1999,El caso Heineken,8,18-09-2015,Thriller,Daniel Alfredson,"Anthony Hopkins, Jim Sturgess, Ryan Kwanten, Sam Worthington","Peter R. de Vries, William Brookfield",Estados Unidos,94,na,Otro Distribuidor,18 de Septiembre de 2015
2000,El virus del miedo,5,18-09-2015,Drama,Ventura Pons,"Albert Ausellé, Diana Gómez, Roser Batalla, Rubèn de Eguia, Santi Ricart",,España,0,na,Alfa Pictures,18 de Septiembre de 2015
2001,Heimat – La otra tierra,8,18-09-2015,"Drama, Histórica",Edgar Reitz,"Antonia Bill, Jan Dieter Schneider",Gert Heidenreich,Francia,225,na,Surtsey Films,18 de Septiembre de 2015
2002,La cabeza alta,5,18-09-2015,"Comedia, Drama",Emmanuelle Bercot,"Aurore Broutin, Benoît Magimel, Catherine Deneuve, DIANE ROUXEL, Ludovic Berthillot, Rod Paradot, Sara Forestier",,Francia,120,na,Vértigo Films,18 de Septiembre de 2015
2003,La visita,5,11-09-2015,Thriller,M. Night Shyamalan,"Ed Oxenbould, Erica Lynne Marszalek, Kathryn Hahn, Peter McRobbie",,Estados Unidos,0,na,Universal Pictures,11 de Septiembre de 2015
2004,Los héroes del mal,8,11-09-2015,Drama,Zoe Berriatúa,"Beatriz Medina, Emilio Palacios, Jorge Clemente",,España,0,na,Sony Pictures,11 de Septiembre de 2015
2005,American Ultra,5,11-09-2015,"Acción, Comedia",Nima Nourizadeh,"Connie Britton, John Leguizamo, Kristen Stewart, Topher Grace, Walton Goggins",,Estados Unidos,0,na,TRIPICTURES ,11 de Septiembre de 2015
2006,ma ma,3,11-09-2015,Drama,Julio Medem,Penélope Cruz,,España,111 mins.,na,Eone,11 de Septiembre de 2015
2007,Los exiliados románticos,8,11-09-2015,"Drama, Romance",Jonás Trueba,"Francesco Carril, Isabelle Stoffel, Renata Antonante, Vito Sanz",,España,70,na,Cine Binario,11 de Septiembre de 2015
2008,Una segunda oportunidad,5,11-09-2015,"Drama, Thriller",Susanne Bier,"Maria Bonnevie, Nikolaj Coster-Waldau, Nikolaj Lie Kaas, Ulrich Thomsen",Anders Thomas Jensen,Dinamarca,105,na,Golem,11 de Septiembre de 2015
2009,Una semana en Córcega,7,11-09-2015,Comedia,Jean-François Richet,"Alice Is, François Cluzet, Lola Le Lann, Vincent Cassell","Claude Berri, Lisa Azuelos",Francia,105,na,Festival Films,11 de Septiembre de 2015
2010,Reina y patria,6,11-09-2015,"Comedia, Drama, Histórica",John Boorman,"Caleb Landry Jones, Callum Turner, David Thewlis, Pat Shortt, Richard E. Grant",,Reino Unido,114,na,Good Films,11 de Septiembre de 2015
2011,Transporter Legacy,3,04-09-2015,"Acción, Thriller",Camille Delamarre,"Ed Skrein, Lenn Kudrjawizki, Loan Chabanol","Bill Collage, Luc Besson",China,0,na,DeAPlaneta,04 de Septiembre de 2015
2012,Ático sin ascensor,7,04-09-2015,Drama,Richard Loncraine,"Carrie Preston, Cynthia Nixon, Diane Keaton, Morgan Freeman","Charlie Peters, Jill Ciment",Estados Unidos,92,na,A Contracorriente Films,04 de Septiembre de 2015
2013,Anacleto: Agente secreto,7,04-09-2015,Comedia,,,,España,0,na,Warner Bros,04 de Septiembre de 2015
2014,Mientras seamos jóvenes,8,04-09-2015,"Comedia, Drama",Noah Baumbach,Naomi Watts,Noah Baumbach,Estados Unidos,97,na,Vértigo Films,04 de Septiembre de 2015
2015,Una chica vuelve a casa sola de noche,8,04-09-2015,Terror,AnaLilyAmirpour,,,,NA,PC,LA AVENTURA AUDIOVISUAL,04 de Septiembre de 2015
2016,Corazón silencioso,6,04-09-2015,Drama,Bille August,"Ghita Nørby, Morten Grunwald, Paprika Steen",Christian Torpe,Dinamarca,97,na,Golem,04 de Septiembre de 2015
2017,Dark Places,4,04-09-2015,,Gilles Paquet-Brenner,Charlize Theron,,"Francia, RU",113 minutos,,,04 de Septiembre de 2015
2018,Atrapa la bandera,5,28-08-2015,"Animación, Aventuras",Enrique Gato,,Jordi Gasull,España,0,na,Paramount,28 de Agosto de 2015
2019,Un dia perfecto,7,28-08-2015,"Comedia, Drama",Fernando León de Aranoa,"Benicio del Toro, Mélanie Thierry, Olga Kurylenko, Tim Robbins",,España,0,na,Universal Pictures,28 de Agosto de 2015
2020,Ricki,6,28-08-2015,"Comedia, Drama, Música",Jonathan Demme,"Kevin Kline, Mamie Gummer, Meryl Streep",,Estados Unidos,0,na,Universal Pictures,28 de Agosto de 2015
2021,Las sillas musicales,6,28-08-2015,"Comedia, Drama",Marie Belhomme,"Carmen Maura, Isabelle Carré",Michel Leclerc,Francia,83,na,Karma,28 de Agosto de 2015
2022,Papusza,9,28-08-2015,Biográficas,"Joanna Kos-Krauze, Krzysztof Krauze","Jowita Budnik, Zbigniew Walerys",,Polonia,NA,PC,PIRAMIDE FILMS,28 de Agosto de 2015
2023,Lilting,7,28-08-2015,,Hong Khaou,"Ben Whishaw, Cheng Pei Pei",Hong Khaou,Reino Unido,86,,Surtsey Films,28 de Agosto de 2015
2024,Cuatro Fantásticos,7,21-08-2015,"Ciencia-ficción, Fantasía",,"Chris Evans, Kerry Washington","Jeremy Slater, Simon Kinberg",Estados Unidos,0,na,Fox (20th Century Fox/Hispano Fox Film),21 de Agosto de 2015
2025,Mr. Holmes,6,21-08-2015,"Crimen, Drama",,Ian McKellen,,Reino Unido,0,na,DeAPlaneta,21 de Agosto de 2015
2026,Vacaciones,4,21-08-2015,"Aventuras, Comedia",,,"John Francis Daley, Jonathan M. Goldstein",Estados Unidos,95,na,Warner Bros,21 de Agosto de 2015
2027,Cut Bank,6,21-08-2015,"Drama, Suspense",,,,Estados Unidos,0,na,Golem,21 de Agosto de 2015
2028,"Amar, beber y cantar",8,21-08-2015,Comedia,,"Caroline Silhol, Hippolyte Girardot, Sabine Azéma",,Francia,108 mins.,,Good Films,21 de Agosto de 2015
2029,Tracers,6,14-08-2015,Acción,Daniel Benmayor,,"Leslie Bohem, Matt Johnson",Estados Unidos,94,na,Eone,14 de Agosto de 2015
2030,Operación U.N.C.L.E.,8,14-08-2015,"Acción, Thriller",,,Lionel Wigram,Estados Unidos,0,na,Warner Bros,14 de Agosto de 2015
2031,El señor Manglehorn,5,14-08-2015,Drama,David Gordon Green,,Paul Logan,Estados Unidos,0,na,A Contracorriente Films,14 de Agosto de 2015
2032,Y de repente tú,6,14-08-2015,Comedia,,"Bill Hader, Brie Larson",,Estados Unidos,122,na,Universal Pictures,14 de Agosto de 2015
2033,El cartero de las noches blancas,10,14-08-2015,Drama,Andrei Kontchalovski,"Aleksey Tryapitsyn, Irina Ermolova, Irina Silich, Tatyana Silich, Timur Bondarenko, Viktor Berezinet, Viktor Kolobkov, Yuriy Panfilov",Elena Kiseleva,Rusia,90,na,Otro Distribuidor,14 de Agosto de 2015
2034,Sin hijos,3,14-08-2015,"Comedia, Familia, Romance",Ariel Winograd,Diego Peretti,"Mariano Vera, Pablo Solarz",Argentina,100,na,Otro Distribuidor,14 de Agosto de 2015
2035,Bailando en el desierto,4,14-08-2015,"Biografía, Drama",Richard Raymond,"Freida Pinto, Makram J. Khoury, Marama Corlett, Reece Ritchie, Tom Cullen",Jon Croker,Reino Unido,98,na,Otro Distribuidor,14 de Agosto de 2015
2036,Misión: Imposible – Nación secreta,8,07-08-2015,"Acción, Aventuras, Thriller",,"Alec Baldwin, Jeremy Renner, Rebeca Ferguson, Sean Harris, Simon Pegg, Tom Cruise","Bruce Geller, Drew Pearce",Estados Unidos,0,na,Paramount,07 de Agosto de 2015
2037,El Apóstol,5,07-08-2015,Drama,Cheyenne Carron,"Brahil Tekfa, Faycal Safi, Norah Krief, Salah Kerwaz, Satah Zaher",,Francia,117,na,European Dream Factory,07 de Agosto de 2015
2038,Les combattants,9,07-08-2015,"Comedia, Drama, Romance",Thomas Cailley,"Adèle Haenel, Kévin Azaïs",,Francia,98,na,Surtsey Films,07 de Agosto de 2015
2039,Mi casa en París,8,07-08-2015,"Comedia, Drama, Romance",Israel Horovitz,"Kevin Kline, Kristin Scott Thomas",,Francia,107,na,Golem,07 de Agosto de 2015
2040,Bernie,8,07-08-2015,"Comedia, Drama",,"Jack Black, Matthew McConaughey, Shirley MacLaine",,Estados Unidos,99,na,La Aventura Audiovisual,07 de Agosto de 2015
2041,Unos dias para recordar,5,31-07-2015,Comedia,Jean Becker,"Gérard Lanvin, Jean-Pierre Darroussin, Swann Arlaud","Jean-Loup Dabadie, Marie-Sabine Roger",Francia,81,na,A Contracorriente Films,31 de Julio de 2015
2042,Ted 2,4,31-07-2015,Comedia,Seth MacFarlane,"Amanda Seyfried, Liam Neeson, Mark Wahlberg, Morgan Freeman, Seth MacFarlane","Alec Sulkin, Seth MacFarlane",Estados Unidos,0,na,Universal Pictures,31 de Julio de 2015
2043,Ghadi,7,31-07-2015,Comedia,Amin Dora,"Emmanuel Khairallah, Georges Khabbaz, Lara rain",,,NA,PC,KARMA FILMS,31 de Julio de 2015
2044,La cura de Yalom,7,31-07-2015,Documental,Sabine Gisiger,"Irvin D. Yalom, Marilyn Yalom",,Francia,77,na,Surtsey Films,31 de Julio de 2015
2045,Pixels,4,24-07-2015,"Ciencia-ficción, Comedia, Fantasía",,,"Tim Herlihy, Timothy Dowling",Estados Unidos,0,na,Sony Pictures,24 de Julio de 2015
2046,Ant Man,7,24-07-2015,"Ciencia-ficción, Fantasía",,"Corey Stoll, Evangeline Lilly, Hayley Atwell, michael douglas",,Estados Unidos,0,na,Disney,24 de Julio de 2015
2047,Sólo química,2,24-07-2015,"Comedia, Romance",Alfonso Albacete,"Alejo Sauras, Ana Fernández, Jose Coronado, María Esteve, Neus Asensi, Rodrigo Guirao Díaz, Rossy de Palma",Mireia Llinàs,España,0,na,Alfa Pictures,24 de Julio de 2015
2048,Lío en Broadway,6,24-07-2015,Comedia,Jean Becker,Gérard Lanvin,,,NA,PC,INOPIA FILMS,24 de Julio de 2015
2049,Todo saldrá bien,8,24-07-2015,Drama,Wim Wenders,"charlotte gainsbourg, James Franco, Rachel McAdams",,,NA,PC,AVALON DISTRIBUCIÓN AUDIOVISUAL,24 de Julio de 2015
2050,Eternal,6,17-07-2015,"Ciencia-ficción, Thriller",,Matthew Goode,"Àlex Pastor, David Pastor",Estados Unidos,0,na,DeAPlaneta,17 de Julio de 2015
2051,Del revés,10,17-07-2015,"Animación, Comedia, Fantasía",,,,Estados Unidos,102,na,Disney,17 de Julio de 2015
2052,Eliminado,7,17-07-2015,"Terror, Thriller",Levan Gabriadze,"Cal Barnes, Christa Hartsock, Moses Jacob Storm, Renee Olstead, Shelley Hennig",Nelson Greaves,Estados Unidos,82,na,Universal Pictures,17 de Julio de 2015
